,Position,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Agility,Balance,Marking,Sprint_Speed,Vision,Finishing,Player_Height
3482,1,77,82,80,87,61,78,80,81,60,77,86,85,181
3483,1,82,85,75,86,40,74,85,85,29,82,78,87,175
3484,2,71,77,83,90,59,60,85,90,58,68,87,79,176
3485,3,65,60,84,90,79,66,91,94,78,61,87,60,165
3486,5,74,41,73,71,86,77,69,68,86,76,68,33,183
3487,2,84,79,84,87,48,68,94,77,41,84,86,76,180
3488,1,80,85,63,81,39,76,75,63,34,83,65,87,185
3490,3,41,80,88,79,70,69,64,72,69,35,86,80,182
3493,2,95,81,79,86,38,70,86,80,36,96,82,81,183
3495,4,83,65,77,80,82,82,78,77,81,85,70,55,180
3497,3,73,74,80,80,83,81,76,67,82,77,80,71,186
3498,1,75,82,73,72,35,84,55,46,30,84,73,84,190
3499,2,55,86,87,86,50,63,80,76,52,54,86,83,180
3500,4,83,73,81,80,80,76,78,78,80,86,77,63,180
3501,5,72,42,55,51,86,82,34,33,85,87,40,22,195
3502,3,68,69,78,77,85,83,66,66,84,69,78,66,188
3503,4,85,62,77,79,80,75,78,74,81,86,77,57,178
3504,4,81,74,83,89,77,79,85,86,71,80,80,73,174
3505,5,83,45,62,64,85,80,63,38,87,86,59,40,191
3506,4,81,47,78,81,82,80,80,82,83,83,74,41,173
3510,5,82,25,42,62,86,81,68,60,87,83,22,25,189
3512,3,70,78,79,81,78,78,73,69,77,70,82,78,184
3514,3,67,68,77,78,82,80,69,72,82,66,82,64,191
3515,3,67,79,80,82,77,84,65,59,75,67,85,80,191
3517,2,80,75,86,83,50,66,86,78,44,77,89,73,181
3518,5,67,58,66,69,83,84,56,60,86,72,63,50,189
3521,1,56,88,77,78,34,78,72,39,28,55,84,86,195
3524,5,75,45,68,66,86,80,62,60,90,74,66,39,186
3528,1,78,84,77,85,35,64,87,72,39,76,79,88,176
3533,1,89,84,67,78,57,76,74,78,58,89,74,88,179
3537,4,90,65,80,84,78,71,82,79,79,90,78,58,182
3539,4,91,63,76,77,81,81,66,70,78,94,69,51,183
3543,5,72,51,52,61,84,83,54,64,85,76,45,44,186
3546,1,60,84,71,75,46,73,56,36,58,60,75,88,193
3549,1,87,80,81,83,32,78,81,79,29,87,85,78,176
3552,5,64,41,57,61,84,87,52,55,85,67,50,39,190
3553,4,85,72,84,81,80,76,73,70,80,85,76,65,181
3554,2,92,76,77,86,29,60,88,85,29,91,79,76,179
3556,5,81,54,70,71,83,82,70,68,81,83,63,53,182
3558,2,93,79,80,87,36,57,89,83,42,93,78,79,178
3559,1,68,80,71,76,65,86,65,55,59,73,74,85,190
3560,5,67,51,57,61,85,85,63,48,86,70,48,46,188
3562,3,69,77,83,83,72,69,77,67,75,68,86,74,183
3565,3,77,73,78,85,76,78,81,84,76,76,78,70,175
3568,4,70,55,77,73,85,76,72,73,85,68,74,46,178
3572,3,81,77,80,81,75,79,76,70,72,78,82,76,189
3577,2,94,73,79,91,43,61,93,91,45,93,80,64,172
3579,2,77,77,84,81,63,68,77,77,66,73,86,76,177
3580,5,66,41,62,68,86,74,62,59,88,66,64,25,189
3582,2,89,77,79,88,55,61,89,87,47,89,81,74,175
3586,1,81,80,68,85,48,83,89,75,67,81,76,85,174
3587,3,72,64,70,75,86,83,69,67,87,73,70,51,183
3589,5,74,45,57,67,83,81,60,55,82,79,49,40,187
3590,2,77,79,81,86,55,63,80,75,39,77,82,76,187
3591,1,65,82,69,77,43,72,75,75,39,64,70,86,177
3592,1,77,82,68,81,29,74,78,77,25,77,70,86,182
3596,1,69,89,75,80,30,65,71,76,35,68,77,89,180
3597,2,80,82,78,84,31,67,81,81,31,80,81,85,177
3598,1,66,83,83,83,45,70,74,77,57,65,85,84,180
3600,3,73,59,70,78,85,78,82,80,84,72,65,50,174
3601,3,76,67,80,85,63,62,90,82,65,70,82,63,178
3602,2,75,76,82,84,57,57,79,80,60,75,84,78,174
3603,1,92,79,76,87,42,66,93,92,31,89,76,82,174
3604,5,68,36,70,72,84,77,60,59,85,71,67,29,188
3605,1,72,81,62,76,51,82,68,53,39,76,75,85,190
3606,4,85,63,79,84,77,71,84,86,75,84,68,50,171
3608,2,81,80,82,84,43,62,79,76,40,80,82,78,182
3609,3,51,74,78,78,80,80,55,54,80,53,78,68,189
3610,5,61,65,74,71,82,77,66,56,79,63,71,55,189
3611,3,68,77,79,80,68,74,73,74,68,69,81,75,183
3612,2,91,72,77,87,66,67,91,81,63,92,76,64,179
3614,3,73,74,79,81,77,80,79,72,70,74,80,69,192
3621,3,61,73,84,82,77,70,74,79,80,59,84,68,174
3622,1,73,82,64,76,49,85,56,51,58,75,74,85,188
3624,2,74,76,83,81,55,50,88,81,66,73,83,76,181
3631,5,73,61,73,73,82,74,71,70,79,72,75,55,184
3632,1,90,80,74,81,44,70,81,74,44,91,77,80,182
3634,3,63,72,82,81,74,73,80,86,76,55,81,66,171
3635,1,84,82,77,85,39,61,90,89,34,81,80,88,170
3636,5,56,50,61,64,86,82,33,35,87,52,65,37,192
3638,1,79,84,68,81,36,63,84,84,45,78,67,86,175
3639,4,78,69,79,79,80,76,69,78,78,78,73,60,178
3640,1,81,79,71,79,31,72,66,58,37,85,76,81,189
3644,3,42,57,77,74,79,85,45,47,80,46,81,52,187
3646,5,63,40,55,67,85,79,60,53,88,66,45,30,188
3650,5,71,27,59,58,83,81,48,38,83,77,61,20,195
3651,2,83,76,82,85,59,67,87,86,55,83,84,75,171
3652,1,73,85,73,85,30,71,83,83,35,70,72,86,177
3653,5,72,37,61,62,83,79,71,69,83,71,42,29,178
3654,3,69,77,79,78,76,79,75,74,75,66,80,75,181
3655,1,67,83,63,77,35,82,64,72,32,69,71,86,187
3657,3,77,78,82,84,65,72,83,79,61,78,85,80,177
3659,5,78,45,68,72,83,80,69,64,84,85,67,36,187
3660,4,80,62,82,78,78,70,74,74,76,81,78,56,180
3661,1,92,82,73,83,45,77,86,75,47,94,75,81,186
3663,5,64,49,60,68,84,74,61,57,85,66,58,43,186
3668,1,85,80,72,86,39,71,90,90,53,83,77,84,175
3669,1,46,81,71,73,42,79,55,53,37,48,77,83,193
3670,5,74,37,66,65,81,79,60,69,77,78,53,32,180
3671,5,55,35,54,58,84,72,60,45,86,58,41,34,187
3674,3,59,64,73,70,85,77,62,72,90,58,73,50,184
3675,3,72,75,75,76,78,81,72,68,81,73,78,72,185
3677,2,81,77,79,83,46,75,85,85,49,77,80,77,172
3679,2,92,79,75,86,47,69,90,83,38,91,79,76,172
3680,3,73,77,82,82,72,69,75,77,74,73,82,70,181
3681,2,75,77,77,83,43,56,81,82,49,73,78,78,169
3682,3,70,72,78,80,82,77,78,78,82,67,79,71,182
3683,1,71,78,85,86,56,70,83,85,64,67,87,78,176
3685,4,82,60,74,78,81,79,79,61,83,85,73,56,187
3686,4,78,63,81,78,77,73,69,74,75,79,83,63,178
3687,4,79,75,77,75,78,84,63,49,75,83,71,72,191
3688,4,89,65,76,80,78,78,77,78,76,90,73,63,175
3691,4,86,64,77,81,79,73,79,77,78,86,76,62,175
3693,3,71,73,76,88,65,66,89,90,68,66,80,74,172
3694,5,75,39,67,68,81,83,73,62,79,77,60,31,189
3695,2,89,75,76,85,40,73,79,89,52,89,79,74,178
3696,2,95,71,74,86,47,61,95,92,54,95,78,70,173
3697,4,92,57,69,81,77,75,88,82,77,92,62,50,177
3699,1,80,79,77,81,47,82,69,66,43,83,77,78,192
3701,2,93,71,74,86,50,52,89,89,52,94,78,73,172
3703,1,61,82,64,76,49,74,56,53,58,61,73,83,182
3707,2,85,78,80,85,49,60,87,79,43,82,83,77,175
3709,4,69,74,81,77,82,79,62,58,82,68,77,60,187
3710,1,50,82,57,66,45,80,34,32,38,53,67,86,196
3714,2,80,77,81,85,46,69,83,91,35,77,81,71,169
3717,5,61,46,68,67,83,76,51,42,83,67,72,36,194
3718,5,54,43,55,60,83,85,32,31,84,63,64,42,196
3719,1,90,81,72,80,35,76,81,72,32,90,73,84,182
3720,4,90,52,76,80,74,76,76,75,75,90,78,48,181
3721,1,76,84,79,79,41,83,73,82,22,76,81,84,179
3723,5,71,49,69,65,83,81,67,66,83,70,65,42,187
3724,2,92,76,74,84,34,71,86,78,32,92,77,73,184
3725,5,50,53,64,70,81,84,54,56,81,53,66,48,194
3726,2,82,77,80,85,47,64,91,86,43,78,80,76,175
3727,3,76,68,81,86,67,70,83,84,70,73,83,61,176
3729,2,70,71,81,83,33,62,81,82,35,68,83,70,179
3730,2,87,76,77,81,67,78,76,75,69,87,79,74,184
3731,1,77,81,57,77,41,82,78,75,55,77,61,88,181
3733,1,88,81,65,75,55,75,72,75,56,88,72,85,179
3734,3,73,72,77,77,79,84,70,50,79,75,78,68,185
3735,4,81,57,72,76,80,81,77,82,83,82,68,58,172
3736,5,64,39,55,65,85,74,61,55,86,66,50,33,190
3739,2,83,80,75,86,54,65,87,81,58,80,80,82,171
3740,1,94,80,72,80,41,82,80,64,52,95,73,83,186
3742,1,89,81,76,85,58,69,78,83,63,90,76,83,180
3743,3,75,67,77,80,81,75,85,93,84,72,74,61,168
3744,3,62,74,83,76,70,73,65,70,69,60,85,64,180
3748,1,76,82,73,79,24,76,71,50,10,77,74,83,189
3751,4,95,68,74,80,75,76,75,75,75,96,64,64,181
3756,2,89,75,76,85,40,73,79,89,52,89,79,74,178
3757,2,75,74,81,84,30,56,84,87,31,74,84,74,170
3763,2,82,73,79,81,58,69,81,83,57,80,80,72,173
3765,5,79,50,66,71,81,81,69,67,81,80,59,48,186
3766,4,66,73,79,77,79,79,64,58,75,65,69,68,188
3767,4,82,54,75,80,80,78,75,74,80,83,74,44,181
3771,3,53,73,87,78,60,56,64,75,64,52,88,71,179
3772,4,77,68,75,73,82,78,66,66,82,79,71,64,184
3774,3,80,70,78,79,79,89,64,58,76,85,76,65,187
3775,3,61,62,71,71,81,82,70,57,80,62,68,54,183
3778,2,83,70,75,88,62,54,91,87,64,79,78,72,173
3779,4,68,63,76,75,82,82,66,60,83,69,72,58,185
3783,1,89,79,61,79,25,73,91,92,20,90,58,84,170
3785,3,78,70,78,79,77,74,78,74,79,82,80,63,177
3786,5,68,33,48,65,83,75,64,66,83,67,33,19,183
3787,3,69,67,79,84,68,68,81,79,62,66,83,68,179
3788,1,81,77,68,82,40,83,86,73,56,81,76,82,174
3789,3,79,71,79,83,66,67,81,82,69,79,84,74,175
3790,3,80,65,78,87,70,78,83,86,68,76,83,59,181
3792,5,68,64,73,63,83,81,51,43,86,70,58,52,189
3795,3,68,68,81,82,72,68,79,87,74,66,84,64,169
3797,3,49,73,84,74,67,71,71,76,70,36,85,65,177
3799,3,64,76,76,76,79,79,65,71,78,62,78,70,184
3800,3,58,60,69,70,80,82,62,62,82,56,69,48,187
3801,5,70,44,64,70,82,74,66,74,82,70,63,33,184
3802,3,48,68,77,72,80,78,43,47,79,51,73,59,194
3806,3,69,73,76,79,78,88,73,66,77,73,79,69,188
3807,4,82,77,76,80,77,73,87,82,76,79,76,70,173
3808,1,75,81,73,82,39,70,89,72,30,74,81,86,182
3809,2,74,80,76,79,57,77,75,80,60,73,79,79,177
3811,3,55,67,76,68,78,84,62,63,78,56,73,55,186
3814,3,69,74,73,76,79,82,62,68,79,72,77,73,184
3816,4,85,61,77,80,75,69,83,80,75,87,75,61,172
3817,2,69,69,80,83,64,67,80,77,57,68,82,64,179
3819,2,71,78,77,79,71,79,72,68,71,74,81,77,184
3821,1,63,80,59,69,39,83,63,44,37,68,65,84,197
3822,2,76,74,81,86,76,84,83,86,78,75,82,66,172
3823,3,71,62,67,74,83,82,69,67,84,72,67,50,183
3834,3,67,76,79,83,68,60,79,79,68,67,81,73,174
3836,4,81,51,77,77,77,77,68,66,77,85,76,33,185
3837,5,79,49,72,71,79,77,75,65,76,82,65,42,184
3839,5,70,55,61,65,78,82,46,38,75,70,50,51,185
3840,1,82,80,74,81,40,70,83,80,30,85,77,79,181
3841,4,77,62,74,79,80,75,74,79,81,76,73,57,174
3845,1,69,82,71,72,43,83,66,54,33,68,72,83,187
3848,4,74,60,81,76,78,72,73,74,75,74,80,48,173
3849,1,86,81,70,76,32,73,75,66,26,85,75,82,187
3851,4,70,67,79,76,78,74,72,70,80,70,74,59,180
3852,2,73,76,78,83,57,71,85,78,50,72,78,74,179
3854,5,75,40,59,61,82,79,64,63,85,80,50,41,184
3855,4,82,66,74,81,75,75,72,82,77,80,71,60,177
3857,4,92,51,70,77,76,66,79,77,75,90,66,52,178
3858,4,77,55,74,75,79,77,66,72,79,78,68,44,181
3859,1,78,78,71,75,47,79,72,49,50,82,72,80,188
3861,3,71,67,81,79,72,74,77,76,73,69,82,55,180
3863,2,91,76,72,83,29,69,81,78,17,91,72,78,181
3865,3,66,48,69,74,79,85,64,57,72,67,73,37,189
3866,1,88,80,70,78,39,81,74,68,28,91,70,79,185
3868,1,88,79,63,65,41,90,66,50,51,89,68,80,186
3869,4,89,64,73,79,75,81,80,78,73,88,73,63,180
3870,2,66,78,83,82,44,56,68,70,41,63,83,80,179
3872,1,39,83,67,70,41,70,32,35,45,39,72,85,188
3876,5,53,65,62,61,81,71,45,36,81,53,59,53,198
3878,2,60,78,85,80,45,59,69,71,50,59,82,76,183
3879,2,73,81,74,84,55,75,85,78,61,72,77,81,180
3880,4,65,64,72,72,83,77,65,64,86,65,75,59,185
3881,4,75,69,76,76,77,72,71,72,72,76,66,56,176
3883,5,53,51,76,72,81,69,69,72,86,54,76,45,180
3884,1,71,79,72,75,58,86,60,56,59,74,80,78,187
3886,5,66,47,63,68,83,72,72,68,84,65,64,40,180
3887,3,42,55,71,69,79,86,36,31,79,41,73,50,196
3888,2,77,72,78,85,32,50,84,89,27,75,79,70,167
3890,5,73,57,71,67,80,79,59,46,81,79,67,50,194
3891,1,87,78,67,77,39,75,75,73,29,89,72,83,180
3893,3,82,73,78,83,66,73,80,88,67,83,81,69,175
3899,5,62,49,65,64,80,81,55,36,75,65,62,37,196
3901,5,64,51,59,56,78,83,51,52,76,69,60,47,190
3902,4,82,61,78,85,74,66,86,88,73,80,78,60,170
3903,2,67,75,82,83,59,58,77,77,62,65,80,65,178
3904,5,75,53,70,72,81,77,73,69,82,75,66,48,180
3906,4,69,66,72,72,80,80,65,61,81,70,62,59,187
3907,1,82,77,61,76,30,81,78,68,39,85,68,81,183
3908,3,55,58,73,79,75,83,62,64,74,52,75,48,183
3909,1,84,75,75,84,39,67,84,67,39,86,77,77,188
3910,5,64,34,46,63,83,74,58,59,85,65,32,36,187
3911,1,76,80,53,73,38,71,74,61,33,75,52,86,183
3912,5,81,30,64,68,79,76,64,66,79,85,56,26,188
3913,5,76,42,58,63,79,80,67,61,77,79,55,33,186
3914,4,89,53,71,76,77,69,79,78,77,90,63,45,176
3915,2,82,71,77,81,55,61,86,90,58,82,79,74,167
3925,1,84,80,70,80,48,80,72,56,43,85,72,80,192
3941,3,54,63,71,65,80,84,52,38,80,55,64,52,190
3943,4,87,50,63,78,80,72,84,71,81,88,61,44,183
3944,4,63,61,71,74,80,68,70,72,80,61,66,55,180
3945,4,75,62,72,72,75,87,58,55,71,79,74,57,183
3946,4,85,64,79,80,72,78,75,84,71,84,78,57,175
3949,2,74,78,76,79,61,67,73,76,61,75,75,73,180
3951,1,88,79,69,79,38,75,74,74,33,90,74,81,184
3952,4,74,68,78,82,79,74,85,83,80,73,76,55,173
3955,3,62,73,81,81,56,58,77,63,45,63,82,70,187
3956,5,75,40,59,64,79,80,76,72,77,76,58,37,182
3957,4,81,50,70,72,76,81,65,63,76,84,66,39,187
3959,1,82,73,60,77,33,78,64,61,36,82,75,74,184
3961,2,83,80,76,82,30,62,92,86,30,76,77,80,172
3962,5,78,53,66,67,80,75,65,64,79,79,71,50,190
3963,1,85,78,66,73,32,74,75,69,32,86,63,83,183
3965,5,75,42,63,69,79,78,68,62,77,75,61,42,184
3968,4,85,50,63,70,79,75,63,60,80,90,55,59,189
3969,5,77,37,70,76,78,76,75,72,75,76,69,38,186
3970,5,74,44,65,68,78,76,69,65,75,75,59,37,186
3971,1,82,75,60,75,48,80,71,65,50,85,59,77,187
3973,2,84,77,72,81,45,79,78,72,46,86,74,81,181
3974,3,71,77,81,77,64,80,63,65,61,72,77,70,181
3978,3,57,66,70,70,79,84,55,58,79,56,66,59,189
3979,1,80,80,66,75,38,73,74,72,45,81,69,81,177
3980,4,84,53,69,76,75,73,79,80,74,83,65,49,172
3981,1,55,81,53,71,30,86,53,39,23,53,53,83,190
3984,1,65,81,74,80,34,67,67,70,30,66,75,83,175
3985,2,65,78,74,85,43,59,77,76,50,65,78,83,185
3988,5,50,49,69,71,80,71,64,64,83,48,73,39,183
3989,3,47,74,81,75,67,67,67,66,58,41,79,73,180
3990,1,86,78,73,82,29,65,83,81,31,86,78,78,179
3992,4,80,64,71,74,78,81,73,75,78,82,54,56,180
3993,1,92,76,73,82,42,72,91,83,30,90,79,77,174
3994,5,53,55,66,55,79,83,33,42,75,55,52,40,191
3996,1,71,77,67,72,47,86,66,60,44,74,68,78,189
3998,1,76,80,77,79,43,68,80,67,31,77,79,79,176
3999,4,74,74,77,78,72,76,75,67,70,74,77,72,182
4000,5,49,53,60,57,79,84,54,34,79,53,51,44,189
4004,4,83,49,73,79,73,67,88,89,71,79,64,27,170
4005,3,60,71,85,77,62,64,75,77,63,55,82,69,173
4008,4,83,71,72,81,75,69,79,86,72,87,65,71,170
4009,3,80,57,73,74,78,83,67,65,79,85,72,40,186
4011,5,51,54,59,58,79,83,57,51,77,51,53,50,187
4012,1,82,80,61,73,45,80,78,72,41,83,63,79,180
4013,2,81,71,75,82,65,67,82,77,67,84,76,69,180
4015,3,74,49,74,74,76,85,58,45,75,76,72,34,195
4016,3,64,73,79,72,80,82,62,67,77,64,77,66,183
4019,1,77,76,68,73,38,88,53,45,35,83,71,74,191
4020,2,90,73,72,83,37,50,94,94,28,87,77,72,164
4021,4,92,62,72,80,74,74,75,75,74,93,63,59,181
4023,5,62,34,61,51,80,80,39,34,76,71,59,26,196
4024,4,85,64,72,74,75,76,64,63,72,85,67,66,184
4025,1,76,79,58,78,33,72,75,76,37,75,62,81,185
4032,5,70,46,59,66,79,77,71,64,73,70,55,37,185
4042,3,44,72,84,78,63,67,67,81,65,36,85,68,169
4043,3,70,64,75,75,77,82,73,72,75,73,76,61,180
4044,2,67,79,76,79,49,70,74,73,36,65,72,76,180
4045,4,85,63,73,78,74,75,78,76,74,86,68,66,178
4048,1,83,74,68,77,35,76,77,67,28,85,73,79,190
4050,2,90,72,71,83,32,63,92,87,26,87,70,71,173
4052,1,82,76,67,75,27,74,72,66,16,85,69,77,188
4053,3,66,68,68,73,80,80,60,61,81,68,72,61,187
4055,2,74,69,82,84,40,49,78,78,38,72,84,64,178
4059,5,76,46,52,70,78,79,70,64,78,78,44,37,192
4060,5,82,53,61,64,78,81,55,65,82,75,50,43,188
4061,4,80,50,66,71,76,87,68,53,75,82,59,48,188
4062,2,89,70,72,81,33,60,92,79,32,89,79,70,175
4063,5,68,53,59,67,78,83,67,67,76,69,62,44,190
4064,4,90,41,68,76,73,79,78,73,74,91,60,34,176
4065,4,89,60,70,79,72,79,85,76,68,90,69,60,174
4066,5,75,54,63,63,79,75,68,70,78,76,55,53,183
4067,4,71,66,80,79,77,66,77,78,78,69,78,59,175
4068,3,72,81,78,80,63,56,78,86,63,69,75,79,172
4070,4,82,62,72,75,71,78,73,72,69,86,66,59,182
4071,2,85,72,73,78,56,82,83,76,54,87,74,72,178
4073,1,76,77,51,68,38,79,54,53,30,84,58,78,190
4075,5,60,37,56,55,76,83,53,65,75,64,32,31,187
4076,5,34,49,61,49,80,77,29,28,77,34,60,34,199
4077,3,68,70,73,73,75,84,62,60,74,72,71,65,190
4079,3,50,63,71,69,76,84,62,40,74,44,71,59,185
4080,3,65,68,72,73,79,79,62,74,79,65,73,60,185
4081,3,67,62,79,83,65,65,89,88,71,61,80,63,173
4082,1,76,76,53,72,43,76,68,69,52,78,58,80,194
4083,4,82,63,69,76,73,83,72,85,71,84,72,56,175
4084,5,78,37,50,65,79,75,62,76,80,78,28,30,180
4085,5,40,33,48,48,78,79,31,31,80,41,33,28,193
4086,2,89,75,69,82,36,62,82,80,28,88,73,76,175
4087,3,82,63,75,75,79,82,66,64,82,86,76,66,191
4094,5,63,55,67,71,79,76,67,65,82,63,74,50,180
4098,2,83,79,71,80,36,73,77,73,39,85,75,77,185
4099,5,75,56,61,54,78,77,59,55,78,78,49,46,188
4102,3,31,69,81,78,74,67,73,72,75,29,81,61,180
4103,2,77,69,74,80,73,70,75,82,74,76,72,67,177
4105,1,74,76,71,75,44,81,60,67,32,74,75,76,183
4106,3,44,66,68,68,78,85,62,67,76,46,65,57,179
4107,2,83,75,75,80,31,54,84,79,27,85,70,75,179
4108,5,51,49,58,56,77,87,48,47,74,51,57,48,191
4111,1,57,79,67,71,37,85,62,68,38,59,74,77,183
4112,3,54,57,65,66,81,80,55,58,81,54,61,49,184
4114,3,43,69,69,65,79,80,37,43,77,47,79,63,187
4115,3,54,60,70,69,79,72,67,63,77,53,76,58,183
4117,3,51,65,67,70,79,82,63,65,78,51,60,61,184
4118,3,68,63,70,73,78,84,69,66,77,69,66,54,188
4121,3,68,47,65,70,77,84,78,92,75,69,68,31,171
4128,3,75,69,78,79,67,69,86,90,64,69,79,74,170
4138,2,84,73,75,76,36,75,75,66,17,84,78,73,178
4140,3,49,70,82,76,64,65,68,75,48,48,80,61,180
4141,4,76,72,75,75,75,69,69,77,77,76,71,67,178
4144,5,73,32,56,58,76,78,65,62,74,72,44,26,183
4145,3,60,72,72,74,77,88,70,54,77,59,70,65,186
4146,3,63,70,75,68,73,85,62,57,70,65,70,58,187
4147,2,93,72,69,79,48,65,94,92,54,92,73,75,175
4148,5,47,59,73,66,78,74,48,54,80,48,73,52,186
4149,1,89,76,68,80,31,65,82,64,30,92,72,74,188
4150,2,83,73,72,75,61,84,80,58,63,83,71,73,187
4152,2,91,61,70,79,71,78,77,79,66,93,68,54,177
4153,4,91,51,69,73,72,82,78,71,69,92,68,49,184
4154,4,84,55,66,70,75,70,82,79,75,84,58,43,175
4155,3,76,75,76,78,74,78,80,75,74,76,77,74,180
4157,4,82,49,73,78,72,72,78,77,72,77,69,37,178
4158,4,81,59,72,80,72,69,87,55,69,83,70,61,183
4159,4,87,62,72,78,70,72,78,77,67,87,72,63,167
4160,5,73,37,50,52,76,84,54,46,67,78,51,19,191
4161,3,48,74,81,76,63,62,66,76,67,43,80,67,177
4162,3,77,67,68,76,76,83,81,81,77,77,72,66,172
4163,3,77,73,73,77,68,74,79,78,66,78,75,71,177
4164,5,45,42,45,57,77,82,42,40,78,53,35,35,190
4166,5,76,29,59,66,78,67,64,46,79,75,58,22,187
4167,5,33,59,56,47,76,84,30,31,78,32,50,56,195
4168,3,50,62,67,69,76,82,61,50,72,51,65,59,186
4169,2,92,68,68,84,35,67,91,79,38,91,67,63,176
4172,1,84,72,56,78,36,79,75,70,17,82,60,76,183
4173,5,59,56,71,67,75,76,58,67,70,65,57,40,178
4176,2,82,65,75,82,54,59,90,89,56,77,75,65,170
4177,4,89,61,68,74,74,79,74,76,76,88,65,57,180
4178,4,80,62,75,83,72,68,84,78,71,76,79,63,177
4181,4,81,52,77,75,70,72,76,74,69,82,70,43,177
4184,1,62,74,68,75,40,81,57,71,59,68,74,77,190
4189,3,83,65,73,77,73,73,76,73,70,86,74,65,180
4190,5,77,42,68,72,76,76,68,65,73,78,62,30,185
4191,5,67,31,52,54,75,83,59,44,76,76,32,28,191
4195,4,91,56,68,74,71,80,67,71,70,92,65,50,184
4197,5,75,55,70,74,77,76,76,75,75,74,66,51,178
4199,4,88,68,72,82,71,73,81,79,68,87,70,72,176
4200,4,84,66,75,79,72,73,82,82,70,83,72,64,173
4201,2,82,65,75,82,54,59,90,89,56,78,75,65,170
4205,2,77,71,72,77,62,77,69,79,66,75,74,75,190
4206,5,73,39,49,59,78,78,66,60,79,76,38,32,192
4207,5,80,37,58,67,76,74,77,61,73,83,37,34,185
4208,1,55,76,71,68,48,79,55,55,37,58,77,76,188
4209,2,95,69,69,76,30,65,87,83,25,95,69,70,170
4211,1,86,76,63,72,39,77,76,69,39,91,64,78,185
4212,1,73,76,63,72,35,77,67,65,27,76,64,77,187
4213,4,75,45,66,74,74,74,71,70,76,75,59,43,183
4214,5,65,49,52,60,77,77,61,67,78,65,39,43,188
4216,1,84,75,61,75,30,64,80,67,27,82,73,76,190
4220,3,60,72,77,75,73,70,70,79,72,60,80,68,174
4229,4,77,77,75,81,70,64,84,85,72,75,74,73,172
4231,2,84,77,73,80,37,55,89,86,52,82,74,72,167
4234,1,86,73,70,80,28,65,93,83,29,85,74,73,166
4236,5,74,33,52,60,76,78,66,58,76,75,34,20,185
4237,4,85,66,71,78,72,71,75,76,74,85,68,67,177
4238,1,88,74,74,78,40,72,84,75,32,88,71,73,178
4241,4,86,63,72,80,70,70,77,79,66,86,71,55,179
4242,4,92,51,65,75,71,70,85,77,72,92,68,40,172
4246,2,81,67,71,80,46,61,88,90,47,76,73,67,161
4247,2,82,56,69,74,73,68,72,66,74,82,66,58,185
4249,5,54,55,58,63,73,84,51,49,71,57,52,49,192
4250,4,92,57,65,73,70,76,75,61,60,93,47,50,184
4252,3,68,64,69,74,76,83,67,69,75,69,75,59,185
4253,2,81,74,70,79,33,73,76,61,27,83,69,75,185
4256,5,56,31,44,52,74,83,49,44,74,55,33,25,189
4257,3,57,73,76,76,71,66,66,68,75,59,76,65,179
4258,5,51,28,44,56,76,79,34,32,73,52,38,27,190
4259,3,42,71,70,69,76,88,48,49,75,46,72,73,194
4260,4,87,68,70,76,72,71,78,76,72,87,68,66,176
4263,1,86,75,62,73,30,72,77,74,27,86,67,77,180
4264,5,64,42,53,62,76,79,53,29,77,65,50,29,196
4265,2,85,77,73,76,38,82,81,81,30,85,74,72,174
4267,2,91,72,66,79,26,56,89,85,25,90,64,75,172
4268,1,82,75,61,73,44,83,66,70,42,86,62,73,188
4269,4,74,66,74,80,70,68,81,83,66,74,75,65,173
4271,5,54,32,40,44,76,85,31,32,72,60,20,28,187
4272,4,88,59,70,74,71,81,76,77,72,89,70,52,178
4273,4,91,58,69,76,72,71,82,67,72,91,66,52,181
4274,1,74,74,57,69,31,68,63,56,35,78,65,78,196
4275,2,81,60,71,81,44,46,87,78,44,77,75,62,180
4281,1,67,75,46,69,35,77,62,42,29,76,40,82,190
4288,2,85,66,71,78,72,71,75,76,74,85,68,67,177
4292,3,70,69,77,78,58,62,76,74,58,69,78,61,178
4293,4,86,67,73,76,68,79,76,80,63,87,69,62,182
4295,1,84,76,59,73,36,62,77,66,28,86,55,78,181
4297,4,89,53,66,75,69,71,81,80,69,89,55,47,175
4298,4,84,70,76,80,69,67,82,77,72,82,75,69,180
4300,3,70,50,63,71,72,85,70,75,74,69,64,47,176
4302,4,87,62,66,73,69,81,78,79,64,87,62,53,170
4303,2,82,77,73,75,46,72,76,73,46,83,72,72,183
4304,5,75,40,56,63,73,81,72,61,73,78,54,39,185
4305,1,85,74,62,73,37,76,75,76,23,84,57,75,179
4306,2,82,66,72,77,48,62,89,82,63,80,75,65,171
4307,2,87,69,69,77,41,59,84,71,29,85,67,71,184
4309,3,66,76,76,77,49,67,72,76,43,64,76,72,183
4311,5,80,41,53,57,75,77,54,71,78,86,31,29,182
4314,2,71,73,74,76,47,75,67,54,41,73,75,69,187
4315,1,91,73,68,81,29,51,91,90,22,89,71,77,167
4316,1,86,74,66,78,28,62,76,70,31,89,66,76,187
4318,1,87,72,64,75,27,71,75,59,25,86,69,76,188
4319,2,71,68,73,73,76,75,66,58,74,70,65,64,186
4320,2,88,71,63,75,34,73,74,62,58,91,66,74,180
