,Name,Rating,Position,Version,Price,Skills,Weak_Foot,Attack\Defense,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Height,Popularity,Base_Stats,Game_Stats,Agility,Balance,Marking,Positioning,Sprint_Speed,Vision,Finishing
184,Nani,83,LW,Normal,1.8K,5,4,H \ M,82,79,81,86,24,64,"175cm | 5'8""",16,416,-,92,77,15,LW,79,80,75
185,Sneijder,83,CAM,Normal,2.1K,3,5,M \ L,73,78,85,83,38,59,"170cm | 5'6""",11,416,-,83,85,32,CAM,73,85,72
186,Enyeama,83,GK,Normal,750,1,3,M \ M,78,80,77,90,50,78,"182cm | 5'11""",1,453,-,60,59,12,GK,54,58,19
187,Rodríguez,83,CB,Normal,2K,2,3,M \ H,68,47,62,66,85,77,"182cm | 5'11""",6,405,-,64,60,84,CB,68,64,44
188,Tévez,83,ST,Normal,5.3K,3,3,H \ H,81,83,77,85,45,80,"173cm | 5'8""",28,451,-,82,88,39,ST,80,78,84
189,Juanfran,83,RB,Normal,1.7K,3,3,H \ M,84,58,74,77,79,79,"180cm | 5'10""",4,451,-,75,62,82,RB,89,72,54
190,Borja Valero,83,CAM,Normal,1.3K,4,4,M \ M,72,71,85,85,63,66,"175cm | 5'8""",8,442,-,80,82,58,CAM,68,86,69
191,João Moutinho,83,CAM,Normal,900,3,4,H \ M,71,76,83,82,71,71,"170cm | 5'6""",11,454,-,82,84,67,CAM,67,84,73
192,Consigli,83,GK,Normal,750,1,3,M \ M,84,84,72,84,48,81,"189cm | 6'2""",8,453,-,57,40,12,GK,34,46,10
193,Baines,83,LB,Normal,1.2K,3,3,H \ M,75,75,81,77,80,74,"170cm | 5'6""",11,462,-,75,85,81,LB,75,76,70
194,Diarra,83,CDM,Normal,2.8K,3,3,M \ H,77,52,73,80,81,77,"173cm | 5'8""",14,440,-,81,87,80,CDM,76,73,38
195,Williams,83,CB,Normal,1K,2,4,M \ H,70,43,56,62,82,82,"182cm | 5'11""",14,395,-,58,59,81,CB,72,53,37
196,Cahill,83,CB,Normal,1.4K,2,3,M \ M,67,58,52,61,84,76,"193cm | 6'3""",12,398,-,62,51,83,CB,66,56,56
197,Diego Alves,83,GK,Normal,1K,1,2,M \ M,88,76,76,87,55,77,"187cm | 6'1""",21,459,-,69,57,14,GK,54,64,20
198,José Fonte,83,CB,Normal,1.1K,2,3,M \ H,54,35,52,62,84,79,"187cm | 6'1""",2,366,-,62,56,84,CB,54,55,40
199,Begovic,83,GK,Normal,800,1,2,M \ M,83,81,74,84,52,80,"200cm | 6'6""",68,454,-,53,41,13,GK,58,31,12
200,Vertonghen,83,CB,Normal,1.3K,2,3,H \ M,67,67,70,68,83,81,"189cm | 6'2""",10,436,-,62,55,81,CB,66,62,60
201,Mertens,83,LW,Normal,2.2K,4,4,H \ L,89,75,78,87,36,55,"169cm | 5'6""",49,420,-,93,92,30,LW,86,80,71
202,Gameiro,83,ST,Normal,1.2K,3,3,M \ M,79,84,75,79,35,67,"173cm | 5'8""",25,419,-,83,77,23,ST,78,76,87
203,Bender,83,CDM,Normal,850,2,3,H \ H,68,64,73,73,82,80,"185cm | 6'0""",7,440,-,65,66,77,CDM,69,76,59
204,Benatia,83,CB,Normal,800,2,3,M \ M,67,44,54,61,83,81,"190cm | 6'2""",6,390,-,58,54,84,CB,70,47,49
205,Hernández,83,ST,Normal,1.6K,3,3,M \ L,83,81,66,78,31,64,"175cm | 5'8""",39,403,-,79,84,22,ST,79,72,89
206,Giroud,83,ST,Normal,1.2K,2,3,M \ M,64,82,69,72,38,83,"192cm | 6'3""",9,408,-,60,52,26,ST,64,75,84
207,Khedira,83,CM,Normal,2K,2,4,H \ H,66,76,78,76,81,85,"189cm | 6'2""",41,462,-,58,55,76,CM,68,80,70
208,Perišic,83,LM,Normal,2.1K,4,5,H \ M,84,79,78,81,42,76,"186cm | 6'1""",15,440,-,78,67,26,LM,86,78,77
209,Mandžukic,83,ST,Normal,750,2,3,H \ H,70,78,60,73,42,85,"190cm | 6'2""",9,408,-,60,54,28,ST,72,62,85
210,Muslera,83,GK,Normal,850,1,2,M \ M,83,78,75,85,60,79,"190cm | 6'2""",0,460,-,68,62,17,GK,63,58,10
211,Bruno,83,CM,Normal,1K,3,3,M \ H,52,72,78,74,78,76,"184cm | 6'0""",2,430,-,53,59,70,CM,52,81,66
212,Brahimi,83,LW,Normal,750,4,3,M \ M,81,73,77,88,33,56,"175cm | 5'8""",3,408,-,93,87,24,LW,75,80,73
213,Giovinco,83,CF,Normal,850,4,4,H \ M,89,79,78,87,26,60,"164cm | 5'4""",23,419,-,93,93,23,CF,88,85,81
214,Luiz Gustavo,83,CDM,Normal,1.9K,2,3,M \ H,67,59,70,71,83,82,"187cm | 6'1""",11,432,-,66,62,79,CDM,67,69,46
215,Musacchio,83,CB,Normal,1.8K,2,3,M \ M,63,51,66,58,84,76,"182cm | 5'11""",1,398,-,73,59,85,CB,65,64,48
216,Oscar,83,CAM,Normal,2.6K,4,3,M \ H,77,75,79,83,43,46,"179cm | 5'10""",13,403,-,86,80,37,CAM,77,83,75
217,Trapp,83,GK,Normal,1.2K,1,4,M \ M,83,79,79,85,45,80,"189cm | 6'2""",12,451,-,42,37,10,GK,52,45,13
218,Kagawa,83,CAM,Normal,2.2K,4,4,M \ M,79,68,75,87,34,49,"175cm | 5'8""",3,392,-,92,92,30,CAM,74,80,77
219,Pedro,83,LM,Normal,1.4K,4,5,H \ M,82,76,77,84,37,62,"167cm | 5'5""",15,418,-,84,82,30,LM,78,74,80
220,Glik,83,CB,Normal,950,2,2,L \ M,60,24,43,53,85,82,"190cm | 6'2""",0,347,-,33,55,86,CB,63,23,11
221,Mustafi,83,CB,Normal,1.2K,2,3,M \ H,70,57,63,60,83,79,"184cm | 6'0""",18,412,-,66,69,82,CB,73,52,58
222,ter Stegen,83,GK,Normal,1.3K,1,4,M \ M,84,81,83,85,38,78,"187cm | 6'1""",22,449,-,37,43,10,GK,50,57,14
223,Subašic,83,GK,Normal,1K,1,2,M \ M,82,78,79,83,51,81,"191cm | 6'3""",2,454,-,42,37,15,GK,54,52,10
224,Rodríguez,83,LB,Normal,1.7K,3,3,H \ M,74,67,81,78,80,75,"180cm | 5'10""",7,455,-,75,73,79,LB,74,74,59
225,Medel,83,CDM,Normal,1.5K,2,4,L \ H,76,48,68,73,81,86,"171cm | 5'7""",20,432,-,78,92,79,CDM,76,72,31
226,Aurier,83,RB,Normal,1.2K,3,3,H \ H,85,66,73,77,80,85,"176cm | 5'9""",39,466,-,76,78,80,RB,85,71,65
227,Perin,83,GK,Normal,850,1,3,M \ M,80,85,71,90,57,78,"188cm | 6'2""",19,461,-,70,30,14,GK,56,44,11
228,Insigne,83,LW,Normal,2.5K,4,3,H \ M,89,72,79,88,25,51,"163cm | 5'4""",15,404,-,95,93,16,LW,85,82,70
229,Lopes,83,GK,Normal,800,1,2,M \ M,86,79,76,87,60,77,"184cm | 6'0""",-1,465,-,65,62,13,GK,64,52,18
230,Nolito,83,LW,Normal,1.9K,4,3,H \ L,77,79,79,84,39,67,"175cm | 5'8""",2,425,-,84,81,30,LW,76,81,82
231,Konoplyanka,83,LM,Normal,900,4,4,M \ M,90,79,81,84,33,58,"176cm | 5'9""",8,425,-,81,78,21,LM,88,79,80
232,Bellarabi,83,RM,Normal,1K,4,3,H \ H,90,77,75,85,33,65,"183cm | 6'0""",20,425,-,87,78,28,RM,90,79,75
233,Carvajal,83,RB,Normal,2.5K,2,3,H \ M,82,45,72,79,81,78,"173cm | 5'8""",26,437,-,82,79,84,RB,85,57,41
234,João Mário,83,RM,Normal,800,3,4,M \ H,76,73,80,83,70,72,"179cm | 5'10""",6,454,-,81,70,67,RM,77,82,72
235,Giménez,83,CB,Normal,1K,2,3,M \ H,69,45,51,52,84,83,"185cm | 6'0""",20,384,-,57,51,85,CB,70,27,37
236,Slimani,83,ST,Normal,900,2,3,H \ H,73,79,66,73,47,88,"188cm | 6'2""",22,426,-,66,57,34,ST,76,72,81
237,José Fonte,83,CB,Normal,950,2,3,M \ H,54,35,52,62,84,79,"187cm | 6'1""",-1,366,-,62,56,84,CB,54,55,40
238,Ander Herrera,83,CM,Normal,1.5K,4,4,H \ H,72,72,81,84,70,74,"182cm | 5'11""",22,453,-,84,83,66,CM,68,86,71
239,Matip,83,CB,Normal,900,2,2,M \ M,72,46,70,68,85,78,"195cm | 6'4""",5,419,-,58,50,86,CB,77,74,36
240,Bravo,83,GK,Normal,1.3K,1,3,M \ M,82,84,87,82,58,77,"184cm | 6'0""",0,470,-,64,64,11,GK,54,71,13
241,Lallana,83,CM,Normal,1.1K,4,5,H \ M,75,75,80,84,64,73,"172cm | 5'7""",23,451,-,84,76,40,CM,71,84,76
242,Roberto Firmino,83,ST,Normal,1.6K,4,4,H \ M,80,80,79,85,47,76,"181cm | 5'11""",33,447,-,82,78,28,ST,80,84,82
243,Kanté,83,CM,Normal,3.5K,3,3,M \ H,80,66,75,78,81,84,"169cm | 5'6""",133,464,-,74,91,75,CM,80,77,65
244,José Reina,83,GK,Normal,800,1,3,M \ M,80,83,82,82,50,82,"188cm | 6'2""",1,459,-,50,60,12,GK,63,65,14
245,Bacca,83,ST,Normal,1K,3,2,M \ L,83,81,63,80,24,74,"181cm | 5'11""",1,405,-,80,74,12,ST,83,64,88
246,Cuadrado,83,RM,Normal,2K,5,3,H \ M,92,76,75,88,55,68,"178cm | 5'10""",24,454,-,92,79,52,RM,93,67,71
247,Koulibaly,83,CB,Normal,800,2,2,H \ H,75,26,43,57,84,86,"195cm | 6'4""",18,371,-,53,48,85,CB,79,34,19
248,Bonaventura,83,CM,Normal,1.2K,3,3,H \ M,82,79,82,83,66,73,"181cm | 5'11""",7,465,-,79,77,59,CM,81,80,75
249,Ben Arfa,83,CAM,Normal,2.8K,5,4,H \ L,79,81,79,88,40,74,"178cm | 5'10""",1,441,-,85,79,33,CAM,77,81,81
250,Vitolo,83,RM,Normal,2.5K,3,4,M \ H,82,77,79,83,28,73,"184cm | 6'0""",6,422,-,72,63,25,RM,82,79,81
251,André Gomes,83,CM,Normal,950,3,4,M \ M,69,71,79,81,71,81,"188cm | 6'2""",2,452,-,66,62,65,CM,66,81,68
252,Casemiro,83,CDM,Normal,2.2K,2,3,M \ M,61,68,72,72,82,84,"184cm | 6'0""",12,439,-,66,57,73,CDM,62,68,59
253,Rulli,83,GK,Normal,800,1,3,M \ M,85,79,75,86,54,82,"189cm | 6'2""",1,461,-,57,50,16,GK,48,58,15
254,N'Zonzi,83,CDM,Normal,1.1K,3,3,M \ M,59,67,73,71,80,87,"190cm | 6'2""",8,437,-,39,31,73,CDM,63,69,59
255,Iago Aspas,83,ST,Normal,850,3,3,H \ H,82,82,73,85,29,64,"176cm | 5'9""",6,415,-,92,77,20,ST,77,68,85
256,Naldo,83,CB,Normal,2K,2,4,H \ M,70,69,63,62,85,74,"198cm | 6'5""",-1,423,-,53,42,82,CB,73,58,57
257,Sommer,83,GK,Normal,800,1,4,M \ M,81,82,83,83,48,80,"183cm | 6'0""",2,457,-,55,58,11,GK,54,58,13
258,Jonas,83,ST,Normal,900,3,5,H \ M,71,84,76,84,35,64,"181cm | 5'11""",0,414,-,82,67,23,ST,70,80,85
259,Rui Patrício,83,GK,Normal,850,1,2,M \ M,85,81,80,82,53,79,"190cm | 6'2""",2,460,-,61,54,13,GK,57,63,12
260,William Carvalho,83,CDM,Normal,800,3,4,M \ H,53,59,74,74,80,83,"187cm | 6'1""",3,423,-,49,46,76,CDM,53,77,55
261,Adrien Silva,83,CM,Normal,900,3,4,M \ H,65,77,82,81,78,72,"175cm | 5'8""",3,455,-,71,56,80,CM,65,84,70
262,Danilo Pereira,83,CDM,Normal,800,2,3,M \ H,68,62,69,74,83,88,"188cm | 6'2""",2,444,-,65,60,80,CDM,68,67,52
263,Begovic,83,GK,Normal,750,1,2,M \ M,83,81,74,84,52,80,"200cm | 6'6""",3,454,-,53,41,13,GK,58,31,12
264,Musacchio,83,CB,Normal,800,2,3,M \ M,63,51,66,58,84,76,"182cm | 5'11""",0,398,-,73,59,85,CB,65,64,48
265,Rodríguez,83,CB,Normal,1.3K,3,3,H \ M,74,67,81,78,80,75,"180cm | 5'10""",-1,455,-,75,73,79,CB,74,74,59
266,Borja Valero,83,CAM,Normal,1.2K,4,4,M \ M,72,71,85,85,63,66,"175cm | 5'8""",0,442,-,80,82,58,CAM,68,86,69
267,Vitolo,83,LM,Normal,800,3,4,M \ H,82,77,79,83,28,73,"184cm | 6'0""",0,422,-,72,63,25,LM,82,79,81
268,Hernández,83,ST,Normal,800,3,3,M \ L,83,81,66,78,31,64,"175cm | 5'8""",3,403,-,79,84,22,ST,79,72,89
269,Rodríguez,83,CB,Normal,850,2,3,M \ H,68,47,62,66,85,77,"182cm | 5'11""",0,405,-,64,60,84,CB,68,64,44
270,Nolito,83,LW,Normal,900,4,3,H \ L,77,79,79,84,39,67,"175cm | 5'8""",0,425,-,84,81,30,LW,76,81,82
271,Sneijder,83,CAM,Normal,900,3,5,M \ L,73,78,85,83,38,59,"170cm | 5'6""",5,416,-,83,85,32,CAM,73,85,72
272,Casillas,82,GK,Normal,950,1,2,M \ M,85,73,58,86,65,80,"185cm | 6'0""",8,447,-,62,46,11,GK,63,65,12
273,Pirlo,82,CM,Normal,750,2,4,L \ L,39,64,91,76,48,55,"177cm | 5'9""",6,373,-,44,64,40,CM,33,94,58
274,Motta,82,CDM,Normal,1.8K,3,4,M \ M,41,65,77,70,76,82,"187cm | 6'1""",2,411,-,47,50,68,CDM,41,74,54
275,Evra,82,LB,Normal,1.8K,3,2,M \ H,77,51,72,76,83,73,"174cm | 5'8""",3,432,-,79,87,82,LB,75,62,33
276,Jagielka,82,CB,Normal,850,2,3,M \ H,67,46,58,55,83,81,"183cm | 6'0""",8,390,-,51,64,82,CB,68,39,30
277,Victor Valdés,82,GK,Normal,750,1,3,M \ M,80,80,77,80,36,84,"183cm | 6'0""",0,437,-,58,53,10,GK,42,38,12
278,David Villa,82,ST,Normal,950,4,5,H \ L,73,82,72,82,31,68,"175cm | 5'8""",8,408,-,76,75,22,ST,72,71,86
279,Kaká,82,CAM,Normal,850,4,4,H \ M,68,77,81,80,30,60,"186cm | 6'1""",3,396,-,69,64,14,CAM,69,86,74
280,Marchetti,82,GK,Normal,800,1,3,M \ M,82,80,66,86,55,78,"188cm | 6'2""",3,447,-,60,61,19,GK,50,45,17
281,Zabaleta,82,RB,Normal,1.1K,3,3,H \ H,68,56,70,74,84,83,"178cm | 5'10""",3,435,-,71,66,86,RB,68,66,49
282,Raffael,82,CF,Normal,900,4,4,H \ M,74,79,80,85,41,67,"174cm | 5'8""",9,426,-,84,83,29,CF,72,83,81
283,Gabi,82,CM,Normal,950,2,3,M \ M,63,72,80,76,73,74,"180cm | 5'10""",4,438,-,73,73,70,CM,63,79,67
284,Gómez,82,ST,Normal,1K,2,4,H \ M,72,83,62,73,28,78,"189cm | 6'2""",8,396,-,64,55,20,ST,75,62,86
285,Gignac,82,ST,Normal,900,3,3,M \ M,73,83,71,74,40,80,"187cm | 6'1""",2,421,-,66,60,22,ST,72,72,84
286,Raúl Albiol,82,CB,Normal,1K,2,3,L \ M,61,41,57,59,84,76,"190cm | 6'2""",0,378,-,55,56,85,CB,62,49,27
287,Costil,82,GK,Normal,750,1,3,M \ M,82,80,78,84,49,82,"188cm | 6'2""",5,455,-,38,45,16,GK,53,44,14
288,Biglia,82,CDM,Normal,1.4K,3,4,M \ H,71,64,80,74,74,76,"178cm | 5'10""",6,439,-,76,78,70,CDM,69,80,52
289,Perrin,82,CB,Normal,950,2,3,M \ M,70,65,69,67,84,80,"181cm | 5'11""",8,435,-,65,73,85,CB,72,63,64
290,Dembélé,82,CM,Normal,1.5K,4,2,M \ M,77,72,75,83,73,84,"185cm | 6'0""",98,464,-,83,62,67,CM,77,76,66
291,Sagna,82,RB,Normal,900,3,4,H \ M,75,53,66,74,82,80,"176cm | 5'9""",9,430,-,68,76,84,RB,75,59,40
292,Nasri,82,LM,Normal,900,4,4,H \ M,78,76,81,84,38,57,"175cm | 5'8""",4,414,-,82,92,35,LM,78,84,75
293,Škrtel,82,CB,Normal,800,2,2,M \ H,62,38,48,52,82,82,"191cm | 6'3""",2,364,-,52,52,79,CB,68,28,35
294,Castro,82,CM,Normal,850,3,4,M \ M,74,72,82,82,73,69,"172cm | 5'7""",14,452,-,82,83,75,CM,72,81,69
295,Viviano,82,GK,Normal,750,1,2,M \ M,81,84,79,83,30,78,"195cm | 6'4""",0,435,-,35,32,19,GK,33,60,17
296,Sirigu,82,GK,Normal,3.1K,1,2,M \ M,83,79,75,83,50,80,"192cm | 6'3""",3,450,-,52,55,16,GK,51,46,10
297,Jardel,82,CB,Normal,950,2,3,M \ H,63,44,51,54,84,82,"192cm | 6'3""",-1,378,-,34,34,83,CB,69,51,38
298,Guardado,82,CM,Normal,3.4K,3,2,H \ H,82,66,80,83,66,66,"169cm | 5'6""",5,443,-,84,88,57,CM,80,82,60
299,Piszczek,82,RB,Normal,950,2,3,M \ M,79,66,73,74,81,80,"184cm | 6'0""",22,453,-,67,67,79,RB,82,70,61
300,Bojan,82,CAM,Normal,1.8K,4,4,H \ L,77,73,78,83,24,48,"170cm | 5'6""",3,383,-,83,84,20,CAM,75,86,71
301,Schneiderlin,82,CDM,Normal,1.4K,2,3,M \ H,66,63,75,75,80,82,"185cm | 6'0""",4,441,-,71,71,76,CDM,64,73,64
302,Witsel,82,CM,Normal,1.8K,4,3,M \ M,71,74,77,82,73,80,"186cm | 6'1""",7,457,-,82,60,69,CM,74,78,71
303,Bender,82,CB,Normal,2.1K,2,4,M \ H,66,54,63,63,84,81,"186cm | 6'1""",5,411,-,62,62,81,CB,67,65,43
304,Beñat,82,CM,Normal,800,2,3,M \ M,60,75,84,75,66,74,"175cm | 5'8""",2,434,-,70,74,59,CM,55,84,69
305,Kjær,82,CB,Normal,1.6K,2,3,L \ H,65,42,63,53,83,80,"189cm | 6'2""",2,386,-,48,58,84,CB,69,49,32
306,Coleman,82,RB,Normal,900,3,3,H \ H,79,68,72,78,81,78,"177cm | 5'9""",10,456,-,77,74,83,RB,79,70,65
307,Lallana,82,CAM,Normal,1.1K,4,5,H \ M,73,72,79,83,47,67,"172cm | 5'7""",13,421,-,83,76,30,CAM,70,83,73
308,Corluka,82,CB,Normal,750,3,3,M \ M,52,47,67,66,82,82,"192cm | 6'3""",0,396,-,57,46,83,CB,55,60,38
309,Rami,82,CB,Normal,1.3K,2,3,M \ H,59,54,48,58,82,81,"190cm | 6'2""",3,382,-,57,50,81,CB,63,22,45
310,Sakho,82,CB,Normal,1K,2,2,M \ H,62,33,62,56,81,84,"187cm | 6'1""",7,378,-,61,55,79,CB,68,49,23
311,Karnezis,82,GK,Normal,750,1,3,M \ M,80,83,70,84,44,80,"190cm | 6'2""",2,441,-,45,49,13,GK,34,47,23
312,Arnautovic,82,LM,Normal,1.3K,4,4,M \ M,78,75,78,82,51,80,"192cm | 6'3""",0,444,-,76,57,47,LM,78,80,75
313,Sigurðsson,82,CAM,Normal,750,3,3,H \ M,68,81,82,78,53,68,"186cm | 6'1""",8,430,-,72,62,55,CAM,69,84,81
314,Adrien Silva,82,CM,Normal,2.6K,3,4,M \ H,60,76,82,80,76,67,"175cm | 5'8""",1,441,-,71,56,78,CM,60,84,70
315,N'Zonzi,82,CDM,Normal,0,3,3,M \ M,58,64,71,69,79,87,"190cm | 6'2""",4,428,-,38,31,73,CDM,62,68,57
316,Bonaventura,82,LM,Normal,3.7K,3,3,H \ M,82,77,81,82,60,73,"181cm | 5'11""",2,455,-,79,77,54,LM,81,80,74
317,Wilshere,82,CM,Normal,1.2K,3,2,M \ M,76,69,81,84,62,73,"172cm | 5'7""",7,445,-,83,87,61,CM,74,85,64
318,Parejo,82,CM,Normal,1.1K,3,4,M \ M,54,77,87,78,59,73,"180cm | 5'10""",3,428,-,73,68,52,CM,53,85,75
319,Iborra,82,CDM,Normal,1K,2,4,M \ M,54,73,73,69,83,83,"195cm | 6'4""",3,435,-,54,38,85,CDM,54,74,72
320,Ander Herrera,82,CM,Normal,1.5K,4,4,H \ H,72,72,81,84,64,71,"182cm | 5'11""",25,444,-,84,83,61,CM,68,86,71
321,Cuadrado,82,RM,Normal,1.4K,5,3,H \ M,92,75,73,87,50,68,"178cm | 5'10""",44,445,-,91,79,48,RM,93,66,71
322,Shaqiri,82,RM,Normal,1.2K,4,4,H \ M,86,77,78,84,53,72,"169cm | 5'6""",37,450,-,87,94,51,RM,84,79,74
323,Lovren,82,CB,Normal,750,2,4,H \ H,58,40,60,63,82,81,"188cm | 6'2""",3,384,-,54,41,82,CB,55,56,33
324,Matip,82,CB,Normal,850,2,2,M \ M,72,46,68,68,84,76,"195cm | 6'4""",7,414,-,58,50,85,CB,77,72,36
325,de Vrij,82,CB,Normal,850,2,4,M \ H,67,41,58,65,84,71,"189cm | 6'2""",-1,386,-,62,60,85,CB,66,50,25
326,Casemiro,82,CDM,Normal,2.3K,2,3,M \ M,61,68,71,71,80,84,"184cm | 6'0""",15,435,-,66,57,72,CDM,62,68,59
327,Horn,82,GK,Normal,750,1,4,M \ M,80,80,83,83,45,82,"192cm | 6'3""",9,453,-,50,31,11,GK,51,55,13
328,Danilo Pereira,82,CDM,Normal,1.1K,2,3,M \ H,68,59,66,74,83,87,"188cm | 6'2""",0,437,-,65,60,80,CDM,68,65,50
329,Lucas,82,RW,Normal,1.4K,4,3,M \ M,93,74,75,86,44,62,"172cm | 5'7""",19,434,-,93,85,39,RW,91,73,72
330,Koulibaly,82,CB,Normal,900,2,2,H \ H,74,26,43,56,82,86,"195cm | 6'4""",15,367,-,53,48,83,CB,78,34,19
331,Morata,82,ST,Normal,2.4K,3,4,H \ M,83,79,69,79,23,73,"189cm | 6'2""",30,406,-,59,56,14,ST,86,76,81
332,Icardi,82,ST,Normal,2K,2,4,M \ L,78,81,57,76,26,66,"181cm | 5'11""",12,384,-,75,76,17,ST,79,58,88
333,Roberto Firmino,82,CF,Normal,1.2K,4,4,H \ M,79,80,78,84,40,72,"181cm | 5'11""",56,433,-,82,78,24,CF,79,83,82
334,Sterling,82,LM,Normal,1.7K,4,2,H \ M,93,71,72,86,46,61,"170cm | 5'6""",35,429,-,90,91,48,LM,92,76,73
335,Butland,82,GK,Normal,1K,1,3,M \ M,81,83,73,85,51,79,"196cm | 6'5""",164,452,-,58,55,16,GK,48,34,16
336,Florenzi,82,RB,Normal,1.1K,3,3,H \ M,85,79,78,81,76,76,"173cm | 5'8""",39,475,-,87,84,73,RB,84,75,76
337,Karius,82,GK,Normal,900,1,3,M \ M,84,76,80,85,48,80,"190cm | 6'2""",7,453,-,51,43,13,GK,50,45,18
338,Savic,82,CB,Normal,850,2,3,M \ H,63,35,52,56,83,75,"186cm | 6'1""",0,364,-,60,54,85,CB,65,41,34
339,Umtiti,82,CB,Normal,2.2K,2,3,H \ H,75,64,70,70,82,78,"181cm | 5'11""",43,439,-,68,66,80,CB,75,56,51
340,Vázquez,82,CAM,Normal,850,3,3,M \ H,65,77,79,84,43,76,"186cm | 6'1""",2,424,-,71,48,33,CAM,67,84,77
341,Marquinhos,82,CB,Normal,1.1K,2,3,M \ M,73,38,67,69,84,76,"183cm | 6'0""",6,407,-,68,68,84,CB,73,51,33
342,Carrasco,82,LM,Normal,1.8K,4,4,H \ M,88,75,76,84,28,64,"180cm | 5'10""",35,415,-,91,71,19,LM,89,74,72
343,Vardy,82,ST,Normal,2.5K,3,3,H \ H,93,80,63,77,54,79,"178cm | 5'10""",211,446,-,77,79,52,ST,93,72,84
344,Berardi,82,RW,Normal,1.2K,3,3,H \ M,88,80,75,85,30,72,"183cm | 6'0""",24,430,-,87,73,22,RW,88,77,80
345,Martial,82,LM,Normal,2.8K,4,4,H \ M,91,79,70,87,42,76,"184cm | 6'0""",549,445,-,86,85,35,LM,91,70,82
346,Rulli,82,GK,Normal,1.3K,1,3,M \ M,85,79,70,86,54,80,"189cm | 6'2""",10,454,-,57,50,16,GK,48,58,15
347,Sportiello,82,GK,Normal,1.5K,1,2,M \ M,84,80,72,85,48,79,"192cm | 6'3""",4,448,-,55,58,19,GK,38,44,18
348,Bailly,82,CB,Normal,1.7K,2,3,H \ M,81,41,53,59,82,83,"187cm | 6'1""",138,399,-,67,65,82,CB,83,35,33
349,Schneiderlin,82,CDM,Normal,800,2,3,M \ H,66,63,75,75,80,82,"185cm | 6'0""",7,441,-,71,71,76,CDM,64,73,64
350,Sportiello,82,GK,Normal,750,1,2,M \ M,84,80,72,85,48,79,"192cm | 6'3""",-1,448,-,55,58,19,GK,38,44,18
351,Evra,82,LB,Normal,750,3,2,M \ H,77,51,72,76,83,73,"174cm | 5'8""",1,432,-,79,87,82,LB,75,62,33
352,Sirigu,82,GK,Normal,7K,1,2,M \ M,83,79,75,83,50,80,"192cm | 6'3""",-3,450,-,52,55,16,GK,51,46,10
353,Bojan,82,CAM,Normal,750,4,4,H \ L,77,73,78,83,24,48,"170cm | 5'6""",1,383,-,83,84,20,CAM,75,86,71
354,Sakho,82,CB,Normal,900,2,2,M \ H,62,33,62,56,81,84,"187cm | 6'1""",5,378,-,61,55,79,CB,68,49,23
355,Terry,82,CB,Normal,2.2K,2,4,M \ H,34,47,55,51,84,78,"187cm | 6'1""",0,349,-,44,46,84,CB,34,56,46
356,Gueye,82,CM,Normal,950,2,3,M \ H,78,60,70,77,80,80,"174cm | 5'8""",60,445,-,77,82,77,CM,76,73,48
357,van Dijk,82,CB,Normal,850,2,3,H \ M,75,61,66,68,82,83,"193cm | 6'3""",23,435,-,57,51,79,CB,75,59,55
358,Schweinsteiger,82,CM,Normal,3.1K,3,3,H \ H,51,76,82,74,74,73,"183cm | 6'0""",1,430,-,66,62,67,CM,52,83,70
359,Henderson,82,CDM,Normal,850,3,3,H \ H,74,70,82,76,76,81,"182cm | 5'11""",9,459,-,74,71,72,CDM,73,80,67
360,Valencia,82,RB,Normal,1.9K,3,1,H \ M,85,66,74,81,78,84,"181cm | 5'11""",24,468,-,75,86,78,RB,85,67,58
361,Schmeichel,82,GK,Normal,900,1,3,M \ M,83,79,86,85,62,79,"185cm | 6'0""",6,474,-,62,47,14,GK,60,59,12
362,Walker,82,RB,Normal,2.8K,2,2,H \ M,90,63,74,74,79,81,"178cm | 5'10""",69,461,-,70,74,77,RB,93,68,51
363,Alli,82,CAM,Normal,1.5K,3,3,H \ M,76,76,75,79,61,77,"188cm | 6'2""",2,444,-,74,58,57,CAM,73,77,77
364,Mané,82,RW,Normal,1.7K,4,3,H \ M,93,75,73,84,35,75,"175cm | 5'8""",64,435,-,90,87,33,RW,91,71,78
365,José Callejón,82,RW,Normal,750,3,2,H \ H,90,77,71,82,35,65,"178cm | 5'10""",4,420,-,83,81,24,RW,90,75,74
366,Medel,82,CDM,Normal,1.4K,2,4,L \ H,76,48,68,73,80,83,"171cm | 5'7""",1,428,-,78,92,78,CDM,76,72,31
367,Salah,82,RW,Normal,1.6K,4,4,H \ M,92,73,71,86,45,66,"175cm | 5'8""",4,433,-,86,84,37,RW,92,72,78
368,Falcao,82,ST,Normal,850,3,4,H \ M,71,81,64,79,36,74,"177cm | 5'9""",2,405,-,86,75,16,ST,68,68,82
369,Bernardo Silva,82,RM,Normal,1.7K,4,3,M \ M,79,72,79,86,45,61,"173cm | 5'8""",2,422,-,88,83,46,RM,77,83,77
370,Krychowiak,82,CDM,Normal,900,2,3,M \ H,70,57,72,66,80,87,"186cm | 6'1""",0,432,-,58,51,74,CDM,73,72,41
371,Vela,82,RW,Normal,900,4,2,H \ L,85,78,76,82,25,66,"177cm | 5'9""",5,412,-,86,79,12,RW,83,80,79
